id_cliente,BODEGA_MEDELLIN,BODEGA_CALI,C00001,C00002,C00003,C00004,C00005,C00006,C00007,C00008,C00009,C00010,C00011,C00012,C00013,C00014,C00015,C00016,C00017,C00018,C00019,C00020,C00021,C00022,C00023,C00024,C00025,C00026,C00027,C00028,C00029,C00030,C00031,C00032,C00033,C00034,C00035,C00036,C00037,C00038,C00039,C00040,C00041,C00042,C00043,C00044,C00045,C00046,C00047,C00048,C00049,C00050
C00016,91.07,420.4,61.01,156.55,118.05,148.39,309.77,273.96,99.08,216.79,101.85,158.5,76.11,72.05,391.14,36.69,330.79,0.0,262.2,150.8,190.11,121.15,274.59,92.77,48.18,34.68,278.11,262.13,313.89,110.6,20.62,332.15,319.73,171.37,32.57,330.33,72.36,422.03,55.41,132.42,71.26,110.33,72.93,82.08,262.81,258.7,59.2,426.63,91.67,76.67,285.02,62.73
C00017,171.15,158.28,213.28,106.96,156.53,146.78,57.88,14.81,172.97,428.64,180.86,239.06,186.14,222.12,129.21,233.9,69.54,262.2,0.0,111.82,379.8,210.29,15.17,176.08,231.45,234.92,15.98,2.17,55.05,152.32,248.12,70.41,65.55,91.0,268.69,69.39,224.21,160.05,287.0,173.57,327.97,153.56,223.37,180.97,1.22,3.51,234.45,167.11,176.34,205.78,29.43,199.59
C00018,59.83,269.73,106.94,20.84,51.64,77.31,162.87,123.2,71.53,325.99,84.76,157.18,75.16,120.8,241.02,124.77,180.01,150.8,111.82,0.0,280.99,127.6,123.84,71.62,120.43,125.51,127.62,111.9,163.14,43.82,137.86,182.14,172.4,20.86,160.12,179.53,116.33,271.87,176.41,82.96,218.28,41.94,122.45,69.17,112.36,108.34,124.89,278.02,71.18,103.63,134.29,88.63
C00019,239.84,523.19,242.98,297.6,229.45,318.83,436.79,386.11,268.41,54.6,278.22,148.65,232.74,259.77,501.38,222.68,436.66,190.11,379.8,280.99,0.0,308.78,386.79,260.5,177.01,220.56,393.3,380.73,417.65,261.29,209.44,446.6,445.17,299.37,218.6,435.44,168.62,530.42,134.74,206.26,205.58,244.12,261.01,227.34,379.85,376.83,165.59,543.32,258.66,259.29,391.53,225.1
C00020,98.37,360.24,66.76,115.77,140.41,63.53,240.42,224.82,63.16,337.92,46.99,237.58,93.02,49.27,327.49,86.24,277.72,121.15,210.29,127.6,308.78,0.0,225.27,68.52,136.52,88.37,225.25,209.24,265.18,92.76,100.69,271.35,250.54,138.95,101.34,277.98,154.67,357.25,174.93,176.22,153.4,115.35,48.26,105.38,211.31,207.03,150.43,354.82,70.3,51.36,238.93,92.73
C00021,183.54,145.93,226.86,120.42,166.48,161.78,55.73,0.68,186.87,436.4,195.18,244.01,198.69,236.26,118.13,247.06,56.23,274.59,15.17,123.84,386.79,225.27,0.0,189.73,242.45,248.01,8.24,16.6,40.5,165.31,261.01,60.32,61.51,103.23,282.02,55.86,234.1,148.76,297.64,181.0,341.09,165.2,237.55,192.95,14.06,18.26,244.81,157.64,189.91,219.79,14.38,212.17
C00022,29.97,333.76,37.21,69.34,72.13,58.91,219.45,189.15,7.94,297.18,22.22,171.37,28.63,49.22,303.15,59.37,245.61,92.77,176.08,71.62,260.5,68.52,189.73,0.0,83.59,60.75,192.04,175.67,230.07,28.64,75.1,244.4,229.55,89.17,93.02,245.4,95.04,333.95,134.7,107.71,152.74,47.73,50.91,38.63,176.85,172.58,95.16,336.69,2.0,32.05,201.66,35.74
C00023,66.5,388.02,69.91,131.57,77.78,142.27,283.25,241.79,91.46,214.24,101.44,113.52,56.56,90.46,360.45,56.92,297.97,48.18,231.45,120.43,177.01,136.52,242.45,83.59,0.0,55.25,246.98,231.71,280.18,88.7,52.89,301.85,292.82,141.2,76.99,297.29,24.76,391.18,56.09,85.42,117.58,78.57,92.15,54.2,231.9,228.04,14.42,398.26,81.78,85.26,251.47,48.08
C00024,66.61,393.1,26.45,128.07,102.59,114.2,279.97,247.41,66.23,250.08,67.45,167.75,51.16,39.21,362.99,2.13,304.19,34.68,234.92,125.51,220.56,88.37,248.01,60.75,55.25,0.0,250.9,234.66,287.97,82.71,14.75,304.08,290.04,145.29,34.84,303.87,78.61,393.84,86.59,125.95,93.08,88.39,40.46,61.23,235.61,231.4,69.59,397.17,59.97,41.99,259.25,38.38
C00025,187.05,142.33,229.24,122.94,171.59,161.72,47.64,8.76,188.87,442.62,196.6,251.15,202.07,237.93,113.51,249.88,53.64,278.11,15.98,127.62,393.3,225.25,8.24,192.04,246.98,250.9,0.0,16.42,39.98,168.3,264.1,54.95,53.76,106.84,284.67,53.55,239.27,144.31,302.4,187.27,343.96,169.28,239.17,196.79,15.31,19.5,249.72,152.06,192.3,221.65,18.86,215.53
C00026,171.11,158.46,212.88,106.64,157.03,145.72,56.63,16.3,172.47,429.45,180.19,240.29,186.05,221.52,129.14,233.63,70.05,262.13,2.17,111.9,380.73,209.24,16.6,175.67,231.71,234.66,16.42,0.0,55.97,152.12,247.92,70.25,64.5,91.06,268.36,69.97,224.69,160.0,287.32,174.48,327.7,153.71,222.75,181.02,3.3,3.9,234.83,166.71,175.95,205.23,30.95,199.49
C00027,222.96,108.1,267.16,160.73,203.2,201.64,56.76,41.04,227.32,468.54,235.68,271.83,238.25,276.75,83.72,287.06,19.03,313.89,55.05,163.14,417.65,265.18,40.5,230.07,280.18,287.97,39.98,55.97,0.0,205.27,300.78,35.2,55.54,142.8,322.13,17.8,270.35,113.17,334.75,213.89,381.02,203.95,278.05,231.96,54.09,58.41,281.68,126.21,230.22,260.26,28.87,251.72
C00028,22.21,310.58,63.13,45.95,49.94,62.13,199.25,164.7,30.63,301.9,46.2,157.03,34.88,77.68,280.83,81.79,221.5,110.6,152.32,43.82,261.29,92.76,165.31,28.64,88.7,82.71,168.3,152.12,205.27,0.0,95.8,221.85,209.17,62.76,116.94,221.17,92.67,311.71,143.98,87.55,175.78,24.33,79.42,34.65,153.0,148.81,97.04,316.03,27.88,60.56,176.58,47.95
C00029,78.27,406.39,41.15,141.52,111.01,128.94,293.95,260.39,80.81,237.23,82.17,166.38,62.78,51.5,376.52,16.56,317.23,20.62,248.12,137.86,209.44,100.69,261.01,75.1,52.89,14.75,264.1,247.92,300.78,95.8,0.0,317.57,303.99,157.98,25.94,316.86,77.49,407.39,74.79,130.91,80.45,99.27,52.44,71.32,248.79,244.61,66.44,411.09,74.23,56.37,271.99,49.43
C00030,241.21,89.66,281.58,176.05,226.52,208.47,36.16,61.0,240.65,496.54,247.02,302.51,256.05,288.74,58.99,302.97,21.94,332.15,70.41,182.14,446.6,271.35,60.32,244.4,301.85,304.08,54.95,70.25,35.2,221.85,317.57,0.0,29.28,161.29,337.38,23.92,294.19,89.87,357.34,241.14,396.96,223.95,289.85,251.25,69.96,73.85,304.67,97.31,244.81,272.95,55.48,269.45
C00031,229.68,110.41,266.4,163.29,220.06,188.77,10.21,62.13,225.08,493.64,229.88,304.45,243.92,271.67,77.13,288.78,49.17,319.73,65.55,172.4,445.17,250.54,61.51,229.55,292.82,290.04,53.76,64.5,55.54,209.17,303.99,29.28,0.0,151.7,322.4,50.91,287.45,106.72,348.81,238.92,382.2,214.26,272.63,240.5,65.61,68.4,296.95,107.14,230.17,256.53,63.54,257.12
C00032,80.31,249.05,125.55,23.21,70.15,82.35,142.24,102.6,87.87,345.25,99.4,170.87,95.49,137.8,220.19,144.45,159.44,171.37,91.0,20.86,299.37,138.95,103.23,89.17,141.2,145.29,106.84,91.06,142.8,62.76,157.98,161.29,151.7,0.0,179.68,159.01,136.35,251.05,197.13,97.46,238.27,62.79,139.33,89.97,91.56,87.52,145.35,257.17,89.0,120.73,114.01,108.97
C00033,101.44,426.65,56.01,161.73,136.41,141.1,312.27,281.43,97.35,241.01,94.8,189.71,85.99,56.14,396.17,35.4,338.11,32.57,268.69,160.12,218.6,101.34,282.02,93.02,76.99,34.84,284.67,268.36,322.13,116.94,25.94,337.38,322.4,179.68,0.0,337.84,101.74,426.97,85.31,156.83,59.81,123.19,56.16,95.78,269.42,265.18,89.65,429.52,92.57,67.46,293.49,73.12
C00034,239.3,90.75,282.57,176.17,220.52,214.52,55.28,56.47,242.36,486.34,250.14,289.5,254.5,291.48,65.94,302.9,2.02,330.33,69.39,179.53,435.44,277.98,55.86,245.4,297.29,303.87,53.55,69.97,17.8,221.17,316.86,23.92,50.91,159.01,337.84,0.0,287.8,95.4,352.05,231.65,396.94,220.65,292.72,248.55,68.58,72.88,299.01,108.63,245.63,275.17,45.86,267.98
C00035,71.45,378.46,89.48,130.71,67.69,151.57,278.22,233.43,102.93,210.55,115.32,89.22,66.42,111.19,352.16,80.11,288.63,72.36,224.21,116.33,168.62,154.67,234.1,95.04,24.76,78.61,239.27,224.69,270.35,92.67,77.49,294.19,287.45,136.35,101.74,287.8,0.0,382.63,65.53,65.47,139.99,76.53,113.01,59.1,224.53,220.9,14.27,391.29,93.08,103.49,242.01,62.37
C00036,331.07,17.3,371.08,265.88,315.12,295.41,116.87,149.43,329.99,581.59,335.72,383.69,345.92,377.52,30.88,392.71,94.37,422.03,160.05,271.87,530.42,357.25,148.76,333.95,391.18,393.84,144.31,160.0,113.17,311.71,407.39,89.87,106.72,251.05,426.97,95.4,382.63,0.0,446.4,327.06,486.62,313.59,378.55,341.02,159.53,163.53,393.52,27.31,334.41,362.01,140.8,359.33
C00037,121.89,442.79,110.67,187.58,131.56,193.39,339.28,296.98,142.18,164.04,149.03,127.77,110.3,125.69,415.76,88.72,352.8,55.41,287.0,176.41,134.74,174.93,297.64,134.7,56.09,86.59,302.4,287.32,334.75,143.98,74.79,357.34,348.81,197.13,85.31,352.05,65.53,446.4,0.0,129.89,93.41,134.63,126.81,109.88,287.41,283.62,53.15,453.99,133.12,127.07,306.19,99.39
C00038,77.89,321.31,123.87,103.11,37.76,147.78,230.57,180.31,113.6,255.41,129.63,74.23,86.01,145.6,297.27,126.61,232.71,132.42,173.57,82.96,206.26,176.22,181.0,107.71,85.42,125.95,187.27,174.48,213.89,87.55,130.91,241.14,238.92,97.46,156.83,231.65,65.47,327.06,129.89,0.0,202.9,63.23,147.6,72.72,173.63,170.58,79.49,338.3,105.92,131.72,186.68,92.65
C00039,158.72,486.1,115.81,221.07,189.11,199.82,372.07,340.48,157.16,214.57,154.11,218.92,143.24,113.82,455.8,94.07,397.27,71.26,327.97,218.28,205.58,153.4,341.09,152.74,117.58,93.08,343.96,327.7,381.02,175.78,80.45,396.96,382.2,238.27,59.81,396.94,139.99,486.62,93.41,202.9,0.0,179.5,113.42,151.34,328.68,324.46,125.85,489.32,152.23,126.79,352.27,129.86
C00040,22.46,311.12,74.87,54.21,25.67,85.54,204.68,164.56,52.21,287.08,68.36,133.42,37.38,93.34,282.77,88.03,221.2,110.33,153.56,41.94,244.12,115.35,165.2,47.73,78.57,88.39,169.28,153.71,203.95,24.33,99.27,223.95,214.26,62.79,123.19,220.65,76.53,313.59,134.63,63.23,179.5,0.0,95.25,28.27,154.07,150.11,83.79,319.96,46.27,77.03,175.08,50.09
C00041,73.54,379.5,24.34,118.27,116.56,86.64,262.42,237.0,51.48,289.67,42.84,200.15,61.93,2.01,348.0,38.35,292.78,72.93,223.37,122.45,261.01,48.26,237.55,50.91,92.15,40.46,239.17,222.75,278.05,79.42,52.44,289.85,272.63,139.33,56.16,292.72,113.01,378.55,126.81,147.6,113.42,95.25,0.0,75.2,224.23,219.91,106.5,379.29,51.55,18.87,250.06,55.63
C00042,12.56,338.88,52.13,77.9,42.4,92.59,230.76,192.32,46.03,267.31,60.63,132.87,13.31,73.2,310.16,61.11,249.06,82.08,180.97,69.17,227.34,105.38,192.95,38.63,54.2,61.23,196.79,181.02,231.96,34.65,71.32,251.25,240.5,89.97,95.78,248.55,59.1,341.02,109.88,72.72,151.34,28.27,75.2,0.0,181.52,177.49,62.47,346.75,36.64,59.01,203.1,23.03
C00043,171.75,157.64,214.04,107.69,156.85,147.8,58.08,13.68,173.78,428.76,181.74,238.92,186.76,222.97,128.7,234.61,68.75,262.81,1.22,112.36,379.85,211.31,14.06,176.85,231.9,235.61,15.31,3.3,54.09,153.0,248.79,69.96,65.61,91.56,269.42,68.58,224.53,159.53,287.41,173.63,328.68,154.07,224.23,181.52,0.0,4.33,234.82,166.77,177.1,206.61,28.28,200.22
C00044,167.66,161.79,209.77,103.45,153.23,143.54,60.5,17.84,169.48,425.56,177.42,236.44,182.64,218.65,132.68,230.39,73.04,258.7,3.51,108.34,376.83,207.03,18.26,172.58,228.04,231.4,19.5,3.9,58.41,148.81,244.61,73.85,68.4,87.52,265.18,72.88,220.9,163.53,283.62,170.58,324.46,150.11,219.91,177.49,4.33,0.0,231.09,170.46,172.83,202.3,32.33,196.09
C00045,75.04,389.74,84.01,137.81,78.49,153.25,287.57,244.14,103.09,204.85,114.01,100.13,67.16,104.79,362.93,71.29,299.78,59.2,234.45,124.89,165.59,150.43,244.81,95.16,14.42,69.59,249.72,234.83,281.68,97.04,66.44,304.67,296.95,145.35,89.65,299.01,14.27,393.52,53.15,79.49,125.85,83.79,106.5,62.47,234.82,231.09,0.0,401.54,93.28,99.09,253.16,60.37
C00046,336.23,44.6,373.51,270.09,323.6,294.43,117.25,158.32,332.18,593.62,336.66,398.02,350.68,378.38,43.85,395.92,107.22,426.63,167.11,278.02,543.32,354.82,157.64,336.69,398.26,397.17,152.06,166.71,126.21,316.03,411.09,97.31,107.14,257.17,429.52,108.63,391.29,27.31,453.99,338.3,489.32,319.96,379.29,346.75,166.77,170.46,401.54,0.0,337.31,363.46,151.82,363.95
C00047,28.12,334.12,36.95,69.49,70.49,60.62,220.08,189.33,9.86,295.47,24.15,169.4,26.66,49.82,303.6,58.64,245.84,91.67,176.34,71.18,258.66,70.3,189.91,2.0,81.78,59.97,192.3,175.95,230.22,27.88,74.23,244.81,230.17,89.0,92.57,245.63,93.08,334.41,133.12,105.92,152.23,46.27,51.55,36.64,177.1,172.83,93.28,337.31,0.0,32.68,201.76,34.02
C00048,55.81,362.56,16.41,100.01,99.21,73.82,246.34,219.24,33.06,291.07,27.35,188.1,45.74,17.17,331.36,39.98,275.28,76.67,205.78,103.63,259.29,51.36,219.79,32.05,85.26,41.99,221.65,205.23,260.26,60.56,56.37,272.95,256.53,120.73,67.46,275.17,103.49,362.01,127.07,131.72,126.79,77.03,18.87,59.01,206.61,202.3,99.09,363.46,32.68,0.0,232.11,42.32
C00049,194.12,136.6,238.67,132.33,174.68,175.51,59.87,14.66,199.11,441.86,207.91,247.04,209.42,248.73,110.67,258.36,46.63,285.02,29.43,134.29,391.53,238.93,14.38,201.66,251.47,259.25,18.86,30.95,28.87,176.58,271.99,55.48,63.54,114.01,293.49,45.86,242.01,140.8,306.19,186.68,352.27,175.08,250.06,203.1,28.28,32.33,253.16,151.82,201.76,232.11,0.0,222.89
C00050,28.87,357.85,31.44,93.86,65.16,94.64,247.19,211.55,43.52,261.45,53.65,145.78,13.48,53.64,328.44,38.15,268.4,62.73,199.59,88.63,225.1,92.73,212.17,35.74,48.08,38.38,215.53,199.49,251.72,47.95,49.43,269.45,257.12,108.97,73.12,267.98,62.37,359.33,99.39,92.65,129.86,50.09,55.63,23.03,200.22,196.09,60.37,363.95,34.02,42.32,222.89,0.0
